EC Number,Metabolite,Concentration,Km,Abbreviation,[Met]/Km,Organism
3.6.4.2,ATP,1.93E-3,2.62E-5,atp,7.38E+1,Saccharomyces cerevisiae
3.6.4.5,ATP,1.93E-3,1.80E-5,atp,1.07E+2,Saccharomyces cerevisiae
4.1.1.1,pyruvate,9.40E-3,2.29E-3,pyr,4.11E+0,Saccharomyces cerevisiae
4.1.1.33,ATP,1.93E-3,6.10E-5,atp,3.17E+1,Saccharomyces cerevisiae
4.1.1.43,pyruvate,9.40E-3,9.70E-3,pyr,9.69E-1,Saccharomyces cerevisiae
4.1.1.49,ADP,4.88E-4,2.64E-5,adp,1.84E+1,Saccharomyces cerevisiae
4.1.1.49,ATP,1.93E-3,3.00E-5,atp,6.44E+1,Saccharomyces cerevisiae
4.1.1.49,phosphoenolpyruvate,2.91E-5,3.97E-4,pep,7.32E-2,Saccharomyces cerevisiae
4.1.1.49,oxaloacetate,5.01E-7,1.04E-4,oaa,4.82E-3,Saccharomyces cerevisiae
4.1.2.13,"fructose-1,6-bisphosphate",4.00E-3,1.70E-4,fdp,2.35E+1,Saccharomyces cerevisiae
4.1.2.48,threonine,6.69E-3,5.50E-2,thr-L,1.22E-1,Saccharomyces cerevisiae
4.2.1.11,2-phosphoglycerate,2.38E-5,4.97E-5,2pg,4.80E-1,Saccharomyces cerevisiae
4.2.1.20,glyceraldehyde-3-phosphate,1.18E-4,1.10E-3,g3p,1.07E-1,Saccharomyces cerevisiae
4.2.1.20,serine,3.87E-3,5.30E-3,ser-L,7.30E-1,Saccharomyces cerevisiae
4.2.1.22,serine,3.87E-3,2.03E-3,ser-L,1.91E+0,Saccharomyces cerevisiae
4.2.3.3,dihydroxyacetonephosphate,8.23E-4,3.00E-3,dhap,2.74E-1,Saccharomyces cerevisiae
4.3.2.2,AMP,8.12E-5,4.80E-5,amp,1.69E+0,Saccharomyces cerevisiae
4.3.2.2,fumarate,1.24E-4,5.20E-4,fum,2.39E-1,Saccharomyces cerevisiae
4.4.1.5,glutathione,4.30E-3,3.50E-4,gthrd,1.23E+1,Saccharomyces cerevisiae
4.6.1.1,ATP,1.93E-3,1.60E-3,atp,1.21E+0,Saccharomyces cerevisiae
5.1.3.1,ribulose-5-phosphate,1.22E-4,3.78E-3,ru5p-D,3.22E-2,Saccharomyces cerevisiae
5.3.1.1,glyceraldehyde-3-phosphate,1.18E-4,1.19E-3,g3p,9.86E-2,Saccharomyces cerevisiae
5.3.1.1,dihydroxyacetonephosphate,8.23E-4,1.61E-3,dhap,5.12E-1,Saccharomyces cerevisiae
5.3.1.6,ribose-5-phosphate,1.52E-4,7.40E-4,r5p,2.05E-1,Saccharomyces cerevisiae
5.3.1.9,glucose-6-phosphate,5.31E-3,3.00E-4,g6p,1.77E+1,Saccharomyces cerevisiae
5.3.1.9,fructose-6-phosphate,2.37E-3,1.36E-4,f6p,1.75E+1,Saccharomyces cerevisiae
5.4.2.11,3-phosphoglycerate,5.78E-4,3.65E-4,3pg,1.58E+0,Saccharomyces cerevisiae
5.5.1.4,glucose-6-phosphate,5.31E-3,1.50E-3,g6p,3.54E+0,Saccharomyces cerevisiae
5.99.1.3,ATP,1.93E-3,3.00E-4,atp,6.44E+0,Saccharomyces cerevisiae
6.1.1.1,tyrosine,2.48E-4,1.30E-5,tyr-L,1.91E+1,Saccharomyces cerevisiae
6.1.1.10,coenzyme-A,4.90E-3,2.75E-3,coa,1.78E+0,Saccharomyces cerevisiae
6.1.1.10,methionine,1.91E-4,5.00E-6,met-L,3.83E+1,Saccharomyces cerevisiae
6.1.1.11,ATP,1.93E-3,8.69E-6,atp,2.22E+2,Saccharomyces cerevisiae
6.1.1.11,serine,3.87E-3,1.10E-4,ser-L,3.53E+1,Saccharomyces cerevisiae
6.1.1.12,ATP,1.93E-3,3.03E-5,atp,6.37E+1,Saccharomyces cerevisiae
6.1.1.12,aspartate,6.29E-3,9.38E-4,asp-L,6.71E+0,Saccharomyces cerevisiae
6.1.1.14,ATP,1.93E-3,2.10E-5,atp,9.20E+1,Saccharomyces cerevisiae
6.1.1.15,proline,1.36E-3,1.10E-4,pro-L,1.23E+1,Saccharomyces cerevisiae
6.1.1.18,ATP,1.93E-3,9.94E-5,atp,1.94E+1,Saccharomyces cerevisiae
6.1.1.18,glutamine,3.55E-2,5.55E-5,gln-L,6.39E+2,Saccharomyces cerevisiae
6.1.1.19,arginine,2.18E-2,1.56E-5,arg-L,1.40E+3,Saccharomyces cerevisiae
6.1.1.20,dATP,9.78E-6,8.50E-5,datp,1.15E-1,Saccharomyces cerevisiae
6.1.1.20,ATP,1.93E-3,1.03E-4,atp,1.87E+1,Saccharomyces cerevisiae
6.1.1.20,phenylalanine,2.73E-4,1.10E-5,phe-L,2.47E+1,Saccharomyces cerevisiae
6.1.1.20,tyrosine,2.48E-4,8.58E-4,tyr-L,2.89E-1,Saccharomyces cerevisiae
6.1.1.21,ATP,1.93E-3,2.65E-4,atp,7.30E+0,Saccharomyces cerevisiae
6.1.1.4,ATP,1.93E-3,1.82E-4,atp,1.06E+1,Saccharomyces cerevisiae
6.1.1.4,isoleucine,3.53E-4,8.71E-3,ile-L,4.05E-2,Saccharomyces cerevisiae
6.1.1.4,leucine,3.53E-4,9.36E-6,leu-L,3.77E+1,Saccharomyces cerevisiae
6.1.1.7,ATP,1.93E-3,6.70E-5,atp,2.88E+1,Saccharomyces cerevisiae
6.1.1.7,alanine,2.23E-2,1.00E-3,ala-L,2.23E+1,Saccharomyces cerevisiae
6.2.1.1,ATP,1.93E-3,6.13E-4,atp,3.15E+0,Saccharomyces cerevisiae
6.2.1.1,coenzyme-A,4.90E-3,6.63E-5,coa,7.39E+1,Saccharomyces cerevisiae
6.2.1.1,acetyl-CoA,4.36E-5,1.80E-3,accoa,2.42E-2,Saccharomyces cerevisiae
6.2.1.3,ATP,1.93E-3,5.16E-5,atp,3.74E+1,Saccharomyces cerevisiae
6.2.1.3,coenzyme-A,4.90E-3,1.83E-5,coa,2.68E+2,Saccharomyces cerevisiae
6.3.2.2,ATP,1.93E-3,8.00E-5,atp,2.42E+1,Saccharomyces cerevisiae
6.3.2.2,glutamate,3.91E-2,1.21E-3,glu-L,3.24E+1,Saccharomyces cerevisiae
6.3.2.3,ATP,1.93E-3,8.30E-5,atp,2.33E+1,Saccharomyces cerevisiae
6.3.3.2,ATP,1.93E-3,4.30E-5,atp,4.49E+1,Saccharomyces cerevisiae
6.3.4.2,UTP,4.94E-4,5.43E-5,utp,9.09E+0,Saccharomyces cerevisiae
6.3.4.21,ATP,1.93E-3,7.94E-5,atp,2.43E+1,Saccharomyces cerevisiae
6.3.4.21,PRPP,4.70E-5,2.40E-5,prpp,1.96E+0,Saccharomyces cerevisiae
6.3.4.4,IMP,3.80E-5,4.67E-4,imp,8.13E-2,Saccharomyces cerevisiae
6.3.4.4,aspartate,6.29E-3,2.23E-3,asp-L,2.82E+0,Saccharomyces cerevisiae
6.3.4.4,GTP,2.47E-4,9.20E-5,gtp,2.69E+0,Saccharomyces cerevisiae
6.3.5.1,ATP,1.93E-3,1.70E-4,atp,1.14E+1,Saccharomyces cerevisiae
6.3.5.1,glutamine,3.55E-2,5.15E-3,gln-L,6.89E+0,Saccharomyces cerevisiae
6.3.5.4,glutamine,3.55E-2,5.70E-4,gln-L,6.22E+1,Saccharomyces cerevisiae
6.4.1.1,ATP,1.93E-3,6.50E-5,atp,2.97E+1,Saccharomyces cerevisiae
6.4.1.1,pyruvate,9.40E-3,4.98E-4,pyr,1.89E+1,Saccharomyces cerevisiae
1.1.1.100,NADPH,1.21E-4,1.00E-5,nadph,1.21E+1,Escherichia coli
1.1.1.140,NAD+,2.55E-3,2.00E-4,nad,1.28E+1,Escherichia coli
1.1.1.140,NADH,8.36E-5,2.50E-5,nadh,3.34E+0,Escherichia coli
1.1.1.140,fructose-6-phosphate,2.52E-3,5.68E-4,f6p,4.44E+0,Escherichia coli
1.1.1.159,NAD+,2.55E-3,2.79E-4,nad,9.14E+0,Escherichia coli
1.1.1.169,NADP+,2.08E-6,7.00E-6,nadp,2.97E-1,Escherichia coli
1.1.1.169,NADPH,1.21E-4,5.74E-6,nadph,2.11E+1,Escherichia coli
1.1.1.17,NAD+,2.55E-3,2.00E-4,nad,1.28E+1,Escherichia coli
1.1.1.193,NADPH,1.21E-4,5.00E-6,nadph,2.42E+1,Escherichia coli
1.1.1.205,IMP,2.72E-4,2.18E-5,imp,1.25E+1,Escherichia coli
1.1.1.205,NAD+,2.55E-3,5.83E-4,nad,4.37E+0,Escherichia coli
1.1.1.22,UDP-glucose,2.50E-3,3.81E-3,udpg ,6.56E-1,Escherichia coli
1.1.1.22,NAD+,2.55E-3,5.00E-5,nad,5.10E+1,Escherichia coli
1.1.1.23,NAD+,2.55E-3,5.70E-4,nad,4.47E+0,Escherichia coli
1.1.1.25,NAD+,2.55E-3,3.88E-5,nad,6.57E+1,Escherichia coli
1.1.1.25,shikimate,1.41E-5,2.59E-5,skm,5.44E-1,Escherichia coli
1.1.1.25,NADP+,2.08E-6,1.41E-4,nadp,1.48E-2,Escherichia coli
1.1.1.267,NADPH,1.21E-4,3.16E-6,nadph,3.83E+1,Escherichia coli
1.1.1.271,NADH,8.36E-5,1.09E-4,nadh,7.67E-1,Escherichia coli
1.1.1.271,NADPH,1.21E-4,9.00E-6,nadph,1.34E+1,Escherichia coli
1.1.1.276,serine,1.13E-3,4.00E-2,ser-L,2.83E-2,Escherichia coli
1.1.1.276,NADP+,2.08E-6,5.40E-4,nadp,3.85E-3,Escherichia coli
1.1.1.282,NAD+,2.55E-3,3.88E-5,nad,6.57E+1,Escherichia coli
1.1.1.282,shikimate,1.41E-5,1.91E-5,skm,7.38E-1,Escherichia coli
1.1.1.282,NADP+,2.08E-6,2.24E-4,nadp,9.30E-3,Escherichia coli
1.1.1.3,NADP+,2.08E-6,7.30E-5,nadp,2.85E-2,Escherichia coli
1.1.1.3,NADPH,1.21E-4,9.00E-5,nadph,1.34E+0,Escherichia coli
1.1.1.305,NAD+,2.55E-3,8.26E-4,nad,3.09E+0,Escherichia coli
1.1.1.305,UDP-glucuronate,5.66E-4,1.48E-4,udpglcur,3.82E+0,Escherichia coli
1.1.1.336,NAD+,2.55E-3,2.10E-4,nad,1.21E+1,Escherichia coli
1.1.1.35,acetoacetyl-CoA,2.18E-5,6.60E-5,aacoa,3.30E-1,Escherichia coli
1.1.1.350,NAD+,2.55E-3,5.60E-4,nad,4.55E+0,Escherichia coli
1.1.1.37,NAD+,2.55E-3,2.60E-4,nad,9.81E+0,Escherichia coli
1.1.1.37,NADH,8.36E-5,6.10E-5,nadh,1.37E+0,Escherichia coli
1.1.1.37,oxaloacetate,4.87E-7,3.66E-5,oaa,1.33E-2,Escherichia coli
1.1.1.37,malate,1.68E-3,2.60E-3,mal-L,6.46E-1,Escherichia coli
1.1.1.38,NAD+,2.55E-3,6.30E-5,nad,4.05E+1,Escherichia coli
1.1.1.38,NADH,8.36E-5,2.50E-5,nadh,3.34E+0,Escherichia coli
1.1.1.38,oxaloacetate,4.87E-7,3.17E-3,oaa,1.53E-4,Escherichia coli
1.1.1.38,malate,1.68E-3,4.50E-4,mal-L,3.73E+0,Escherichia coli
1.1.1.40,malate,1.68E-3,3.41E-3,mal-L,4.93E-1,Escherichia coli
1.1.1.40,NADP+,2.08E-6,4.15E-5,nadp,5.01E-2,Escherichia coli
1.1.1.41,NAD+,2.55E-3,4.70E-3,nad,5.43E-1,Escherichia coli
1.1.1.41,NADP+,2.08E-6,1.70E-5,nadp,1.22E-1,Escherichia coli
1.1.1.42,isocitrate,3.67E-5,3.43E-5,icit,1.07E+0,Escherichia coli
1.1.1.42,NADP+,2.08E-6,3.92E-5,nadp,5.31E-2,Escherichia coli
1.1.1.44,6-phospho-D-gluconate,3.77E-3,9.30E-5,6pgc,4.05E+1,Escherichia coli
1.1.1.44,NADP+,2.08E-6,4.90E-5,nadp,4.24E-2,Escherichia coli
1.1.1.49,NAD+,2.55E-3,2.92E-3,nad,8.75E-1,Escherichia coli
1.1.1.49,glucose-6-phosphate,7.88E-3,1.86E-4,g6p,4.24E+1,Escherichia coli
1.1.1.49,NADP+,2.08E-6,1.28E-5,nadp,1.62E-1,Escherichia coli
1.1.1.54,NADP+,2.08E-6,4.00E-5,nadp,5.20E-2,Escherichia coli
1.1.1.58,NAD+,2.55E-3,8.59E-5,nad,2.97E+1,Escherichia coli
1.1.1.58,NADH,8.36E-5,7.57E-5,nadh,1.10E+0,Escherichia coli
1.1.1.58,NADPH,1.21E-4,4.00E-4,nadph,3.03E-1,Escherichia coli
1.1.1.6,NAD+,2.55E-3,4.55E-4,nad,5.61E+0,Escherichia coli
1.1.1.6,NADH,8.36E-5,6.54E-5,nadh,1.28E+0,Escherichia coli
1.1.1.60,glycerate,1.41E-3,2.80E-4,glyc-R,5.04E+0,Escherichia coli
1.1.1.75,NAD+,2.55E-3,1.41E-4,nad,1.80E+1,Escherichia coli
1.1.1.85,NAD+,2.55E-3,3.21E-4,nad,7.94E+0,Escherichia coli
1.1.1.86,NADH,8.36E-5,2.07E-4,nadh,4.04E-1,Escherichia coli
1.1.1.86,pyruvate,3.66E-3,1.54E-3,pyr,2.38E+0,Escherichia coli
1.1.1.86,NADPH,1.21E-4,3.28E-6,nadph,3.68E+1,Escherichia coli
1.1.1.94,sn-glycerol 3-phosphate,4.90E-5,2.10E-4,glyc3p,2.33E-1,Escherichia coli
1.1.1.94,NADPH,1.21E-4,1.00E-5,nadph,1.21E+1,Escherichia coli
1.1.1.94,dihydroxyacetonephosphate,3.06E-3,1.70E-4,dhap,1.80E+1,Escherichia coli
1.1.1.95,NAD+,2.55E-3,7.90E-6,nad,3.23E+2,Escherichia coli
1.1.1.95,3-phosphoglycerate,1.54E-3,1.10E-3,3pg,1.40E+0,Escherichia coli
1.1.1.95,a-ketoglutarate,4.43E-4,6.08E-5,akg,7.29E+0,Escherichia coli
1.1.1.B28,NADH,8.36E-5,8.40E-4,nadh,9.95E-2,Escherichia coli
1.1.1.B28,NADPH,1.21E-4,8.90E-4,nadph,1.36E-1,Escherichia coli
1.1.5.3,sn-glycerol 3-phosphate,4.90E-5,8.79E-4,glyc3p,5.57E-2,Escherichia coli
1.14.11.17,a-ketoglutarate,4.43E-4,1.59E-5,akg,2.79E+1,Escherichia coli
1.14.12.17,NADH,8.36E-5,3.92E-6,nadh,2.13E+1,Escherichia coli
1.14.12.17,NADPH,1.21E-4,1.80E-4,nadph,6.72E-1,Escherichia coli
1.14.13.59,NADH,8.36E-5,1.80E-5,nadh,4.65E+0,Escherichia coli
1.14.13.59,lysine,4.05E-4,1.05E-4,lys-L,3.86E+0,Escherichia coli
1.14.13.59,FAD,1.73E-4,3.30E-6,fad,5.24E+1,Escherichia coli
1.14.13.59,NADPH,1.21E-4,8.37E-5,nadph,1.45E+0,Escherichia coli
1.14.14.9,riboflavin,1.90E-5,2.60E-6,ribflv,7.31E+0,Escherichia coli
1.14.14.9,NADH,8.36E-5,4.00E-5,nadh,2.09E+0,Escherichia coli
1.14.14.9,FAD,1.73E-4,3.10E-6,fad,5.58E+1,Escherichia coli
1.14.14.9,flavin mononucleotide,5.37E-5,2.10E-6,fmn,2.56E+1,Escherichia coli
1.16.1.9,NADPH,1.21E-4,4.30E-5,nadph,2.81E+0,Escherichia coli
1.17.1.7,NADP+,2.08E-6,5.60E-5,nadp,3.71E-2,Escherichia coli
1.17.1.8,NADH,8.36E-5,3.25E-6,nadh,2.57E+1,Escherichia coli
1.17.1.8,NADPH,1.21E-4,9.61E-6,nadph,1.26E+1,Escherichia coli
1.17.4.1,ATP,9.63E-3,7.00E-5,atp,1.38E+2,Escherichia coli
1.17.4.1,dTTP,4.62E-3,1.50E-6,dttp,3.08E+3,Escherichia coli
1.17.4.1,UDP,1.79E-3,2.20E-4,udp,8.14E+0,Escherichia coli
1.18.1.2,NADPH,1.21E-4,1.80E-6,nadph,6.72E+1,Escherichia coli
1.2.1.10,NAD+,2.55E-3,6.32E-5,nad,4.03E+1,Escherichia coli
1.2.1.10,NADH,8.36E-5,5.00E-5,nadh,1.67E+0,Escherichia coli
1.2.1.10,coenzyme-A,1.37E-3,8.94E-6,coa,1.53E+2,Escherichia coli
1.2.1.10,acetyl-CoA,6.06E-4,9.54E-6,accoa,6.35E+1,Escherichia coli
1.2.1.11,NADP+,2.08E-6,9.00E-5,nadp,2.31E-2,Escherichia coli
1.2.1.12,glyceraldehyde-3-phosphate,2.71E-4,8.90E-4,g3p,3.05E-1,Escherichia coli
1.2.1.12,NAD+,2.55E-3,4.50E-5,nad,5.67E+1,Escherichia coli
1.2.1.19,NAD+,2.55E-3,4.46E-5,nad,5.72E+1,Escherichia coli
1.2.1.21,NADP+,2.08E-6,9.86E-5,nadp,2.11E-2,Escherichia coli
1.2.1.21,NADPH,1.21E-4,6.56E-5,nadph,1.85E+0,Escherichia coli
1.2.1.22,NAD+,2.55E-3,1.16E-4,nad,2.19E+1,Escherichia coli
1.2.1.38,NADP+,2.08E-6,1.70E-4,nadp,1.22E-2,Escherichia coli
1.2.1.39,NAD+,2.55E-3,3.50E-5,nad,7.29E+1,Escherichia coli
1.2.1.39,NADP+,2.08E-6,2.20E-4,nadp,9.45E-3,Escherichia coli
1.2.1.4,NADP+,2.08E-6,1.00E-4,nadp,2.08E-2,Escherichia coli
1.2.1.41,NADP+,2.08E-6,9.49E-5,nadp,2.19E-2,Escherichia coli
1.2.1.60,NAD+,2.55E-3,3.11E-5,nad,8.19E+1,Escherichia coli
1.2.1.60,NADP+,2.08E-6,3.60E-3,nadp,5.78E-4,Escherichia coli
1.2.1.70,NADPH,1.21E-4,3.90E-5,nadph,3.10E+0,Escherichia coli
1.2.1.72,NAD+,2.55E-3,2.43E-4,nad,1.05E+1,Escherichia coli
1.2.1.72,erythrose-4-phosphate,4.90E-5,7.00E-4,e4p,7.00E-2,Escherichia coli
1.2.1.79,NADP+,2.08E-6,4.46E-5,nadp,4.66E-2,Escherichia coli
1.2.1.8,NAD+,2.55E-3,2.67E-5,nad,9.56E+1,Escherichia coli
1.2.1.8,NADP+,2.08E-6,4.29E-4,nadp,4.85E-3,Escherichia coli
1.2.4.1,pyruvate,3.66E-3,3.67E-4,pyr,1.00E+1,Escherichia coli
1.2.4.2,a-ketoglutarate,4.43E-4,1.00E-4,akg,4.43E+0,Escherichia coli
1.3.1.12,NAD+,2.55E-3,1.46E-4,nad,1.75E+1,Escherichia coli
1.3.1.34,NADPH,1.21E-4,6.32E-6,nadph,1.91E+1,Escherichia coli
1.3.1.38,NADPH,1.21E-4,4.90E-6,nadph,2.47E+1,Escherichia coli
1.3.1.9,NADH,8.36E-5,2.00E-5,nadh,4.18E+0,Escherichia coli
1.3.1.98,NADPH,1.21E-4,6.83E-6,nadph,1.77E+1,Escherichia coli
1.3.5.1,fumarate,2.88E-4,5.00E-6,fum,5.77E+1,Escherichia coli
1.3.5.1,succinate,5.69E-4,2.24E-6,succ,2.54E+2,Escherichia coli
1.3.5.2,dihydroorotate,1.19E-5,1.00E-5,dhor-S,1.19E+0,Escherichia coli
1.3.5.4,fumarate,2.88E-4,1.04E-5,fum,2.77E+1,Escherichia coli
1.3.5.4,succinate,5.69E-4,2.87E-5,succ,1.98E+1,Escherichia coli
1.3.99.1,fumarate,2.88E-4,4.00E-4,fum,7.21E-1,Escherichia coli
1.3.99.1,succinate,5.69E-4,2.00E-5,succ,2.85E+1,Escherichia coli
1.4.1.13,glutamine,3.81E-3,2.50E-4,gln-L,1.52E+1,Escherichia coli
1.4.1.13,a-ketoglutarate,4.43E-4,2.02E-5,akg,2.19E+1,Escherichia coli
1.4.1.13,NADPH,1.21E-4,6.19E-6,nadph,1.95E+1,Escherichia coli
1.4.1.4,a-ketoglutarate,4.43E-4,3.56E-3,akg,1.25E-1,Escherichia coli
1.4.1.4,glutamate,9.60E-2,6.01E-3,glu-L,1.60E+1,Escherichia coli
1.4.1.4,NADP+,2.08E-6,1.50E-4,nadp,1.39E-2,Escherichia coli
1.4.1.4,NADPH,1.21E-4,2.44E-4,nadph,4.95E-1,Escherichia coli
1.4.3.16,aspartate,4.23E-3,4.62E-4,asp-L,9.16E+0,Escherichia coli
1.5.1.2,NADH,8.36E-5,2.30E-4,nadh,3.64E-1,Escherichia coli
1.5.1.2,NADPH,1.21E-4,3.00E-5,nadph,4.03E+0,Escherichia coli
1.5.1.20,NADH,8.36E-5,2.59E-5,nadh,3.23E+0,Escherichia coli
1.5.1.3,NADH,8.36E-5,2.93E-4,nadh,2.86E-1,Escherichia coli
1.5.1.3,NADPH,1.21E-4,2.96E-6,nadph,4.09E+1,Escherichia coli
1.5.1.30,riboflavin,1.90E-5,1.30E-6,ribflv,1.46E+1,Escherichia coli
1.5.1.30,flavin mononucleotide,5.37E-5,1.23E-7,fmn,4.36E+2,Escherichia coli
1.5.1.30,NADPH,1.21E-4,5.40E-6,nadph,2.24E+1,Escherichia coli
1.5.1.34,NADH,8.36E-5,9.10E-5,nadh,9.19E-1,Escherichia coli
1.5.1.34,NADPH,1.21E-4,2.90E-4,nadph,4.17E-1,Escherichia coli
1.5.1.36,riboflavin,1.90E-5,2.60E-6,ribflv,7.31E+0,Escherichia coli
1.5.1.36,NADH,8.36E-5,4.00E-5,nadh,2.09E+0,Escherichia coli
1.5.1.36,FAD,1.73E-4,3.10E-6,fad,5.58E+1,Escherichia coli
1.5.1.36,flavin mononucleotide,5.37E-5,2.10E-6,fmn,2.56E+1,Escherichia coli
1.5.1.38,NADH,8.36E-5,5.56E-4,nadh,1.51E-1,Escherichia coli
1.5.1.38,FAD,1.73E-4,2.70E-6,fad,6.41E+1,Escherichia coli
1.5.1.38,flavin mononucleotide,5.37E-5,5.40E-8,fmn,9.94E+2,Escherichia coli
1.5.1.38,NADPH,1.21E-4,4.60E-5,nadph,2.63E+0,Escherichia coli
1.5.1.41,riboflavin,1.90E-5,9.80E-7,ribflv,1.94E+1,Escherichia coli
1.5.1.41,NADH,8.36E-5,2.50E-5,nadh,3.34E+0,Escherichia coli
1.5.1.41,FAD,1.73E-4,8.00E-7,fad,2.16E+2,Escherichia coli
1.5.1.41,flavin mononucleotide,5.37E-5,1.26E-6,fmn,4.25E+1,Escherichia coli
1.5.1.41,NADPH,1.21E-4,4.30E-5,nadph,2.81E+0,Escherichia coli
1.5.1.B1,NADH,8.36E-5,1.18E-4,nadh,7.09E-1,Escherichia coli
1.5.1.B1,FAD,1.73E-4,1.55E-6,fad,1.12E+2,Escherichia coli
1.5.99.8,proline,3.85E-4,1.25E-2,pro-L,3.07E-2,Escherichia coli
1.6.1.2,NADH,8.36E-5,6.57E-6,nadh,1.27E+1,Escherichia coli
1.6.1.2,NADPH,1.21E-4,1.48E-5,nadph,8.17E+0,Escherichia coli
1.6.5.10,NADPH,1.21E-4,1.05E-5,nadph,1.15E+1,Escherichia coli
1.6.5.2,NADH,8.36E-5,1.40E-5,nadh,5.97E+0,Escherichia coli
1.6.5.2,NADPH,1.21E-4,1.06E-4,nadph,1.15E+0,Escherichia coli
1.6.5.3,NADH,8.36E-5,4.80E-5,nadh,1.74E+0,Escherichia coli
1.6.5.3,NADPH,1.21E-4,1.80E-3,nadph,6.72E-2,Escherichia coli
1.6.99.5,NADH,8.36E-5,1.32E-4,nadh,6.33E-1,Escherichia coli
1.7.1.13,NADPH,1.21E-4,3.60E-5,nadph,3.36E+0,Escherichia coli
1.7.1.15,NADH,8.36E-5,4.88E-5,nadh,1.71E+0,Escherichia coli
1.7.1.4,NADH,8.36E-5,1.60E-5,nadh,5.23E+0,Escherichia coli
1.7.1.6,NADH,8.36E-5,7.06E-5,nadh,1.18E+0,Escherichia coli
1.7.1.7,GMP,2.37E-5,9.60E-5,gmp,2.47E-1,Escherichia coli
1.8.1.2,NADPH,1.21E-4,1.93E-5,nadph,6.27E+0,Escherichia coli
1.8.1.4,NAD+,2.55E-3,4.79E-4,nad,5.33E+0,Escherichia coli
1.8.1.7,NADH,8.36E-5,3.77E-4,nadh,2.22E-1,Escherichia coli
1.8.1.7,glutathione disulfide,2.37E-3,6.56E-5,gthox,3.61E+1,Escherichia coli
1.8.1.7,NADPH,1.21E-4,2.00E-5,nadph,6.05E+0,Escherichia coli
1.8.1.9,NADPH,1.21E-4,9.80E-7,nadph,1.23E+2,Escherichia coli
1.8.99.1,riboflavin,1.90E-5,6.60E-5,ribflv,2.88E-1,Escherichia coli
1.8.99.1,NADPH,1.21E-4,8.80E-5,nadph,1.38E+0,Escherichia coli
1.97.1.1,riboflavin,1.90E-5,6.20E-4,ribflv,3.06E-2,Escherichia coli
1.97.1.1,flavin mononucleotide,5.37E-5,1.90E-4,fmn,2.83E-1,Escherichia coli
1.97.1.4,S-adenosyl-L-methionine,1.84E-4,2.80E-6,amet,6.57E+1,Escherichia coli
2.1.1.10,homocysteine,3.70E-4,4.50E-5,hcys-L,8.22E+0,Escherichia coli
2.1.1.13,S-adenosyl-L-methionine,1.84E-4,1.18E-6,amet,1.55E+2,Escherichia coli
2.1.1.13,homocysteine,3.70E-4,2.60E-5,hcys-L,1.42E+1,Escherichia coli
2.1.1.14,homocysteine,3.70E-4,6.90E-5,hcys-L,5.36E+0,Escherichia coli
2.1.1.144,aconitate,1.61E-5,3.45E-2,acon-C,4.67E-4,Escherichia coli
2.1.1.144,isocitrate,3.67E-5,1.07E-2,icit,3.42E-3,Escherichia coli
2.1.1.144,citrate,1.96E-3,1.79E-2,cit,1.10E-1,Escherichia coli
2.1.1.166,S-adenosyl-L-methionine,1.84E-4,3.70E-6,amet,4.97E+1,Escherichia coli
2.1.1.190,S-adenosyl-L-methionine,1.84E-4,2.60E-5,amet,7.08E+0,Escherichia coli
2.1.1.193,S-adenosyl-L-methionine,1.84E-4,2.67E-5,amet,6.89E+0,Escherichia coli
2.1.1.280,homocysteine,3.70E-4,4.50E-5,hcys-L,8.22E+0,Escherichia coli
2.1.1.33,S-adenosyl-L-methionine,1.84E-4,1.60E-5,amet,1.15E+1,Escherichia coli
2.1.1.35,S-adenosyl-L-methionine,1.84E-4,9.35E-6,amet,1.97E+1,Escherichia coli
2.1.1.72,S-adenosyl-L-methionine,1.84E-4,9.36E-6,amet,1.97E+1,Escherichia coli
2.1.1.79,S-adenosyl-L-methionine,1.84E-4,8.31E-5,amet,2.21E+0,Escherichia coli
2.1.2.1,serine,1.13E-3,2.09E-4,ser-L,5.43E+0,Escherichia coli
2.1.2.2,ATP,9.63E-3,7.74E-5,atp,1.24E+2,Escherichia coli
2.1.3.2,aspartate,4.23E-3,1.51E-2,asp-L,2.79E-1,Escherichia coli
2.1.3.2,asparagine,5.11E-4,1.22E-1,asn-L,4.19E-3,Escherichia coli
2.1.3.3,ornithine,1.01E-5,8.50E-4,orn,1.19E-2,Escherichia coli
2.2.1.1,sedoheptulose-7-phosphate,8.82E-4,4.00E-3,s7p,2.21E-1,Escherichia coli
2.2.1.1,xylulose-5-phosphate,1.81E-4,1.60E-4,xu5p-D,1.13E+0,Escherichia coli
2.2.1.1,ribose-5-phosphate,7.87E-4,1.40E-3,r5p,5.62E-1,Escherichia coli
2.2.1.1,fructose-6-phosphate,2.52E-3,1.10E-3,f6p,2.29E+0,Escherichia coli
2.2.1.1,erythrose-4-phosphate,4.90E-5,9.00E-5,e4p,5.45E-1,Escherichia coli
2.2.1.2,sedoheptulose-7-phosphate,8.82E-4,2.85E-4,s7p,3.10E+0,Escherichia coli
2.2.1.2,fructose-6-phosphate,2.52E-3,1.15E-3,f6p,2.19E+0,Escherichia coli
2.2.1.2,erythrose-4-phosphate,4.90E-5,1.61E-4,e4p,3.05E-1,Escherichia coli
2.2.1.6,pyruvate,3.66E-3,4.06E-3,pyr,9.02E-1,Escherichia coli
